id,name,commonname,lf,match_strategy,pollination_syndrome,pollination_system,flower_colour,flowering_time,flower_diameter,fruit_type,fruit_colour,fruit_fleshiness,fruiting_time,dispersal_syndrome,dispersers,plant_growth_form,plant_height,woodiness,leaf_phenology
328,Maireana  enchylaenoides,Wingless Bluebush,SH,species_level_fallback,"abiotic, wind",abiotic,,yynnnnnnyyyy,,"nutlet, utricle",,dry,,"anemochory, anemochory barochory, zoochory","invertebrates, passive wind, wind",herb,0.2,,
329,Maireana decalvans,Black Cotton-bush,SS,exact_taxon,"abiotic, wind",abiotic,red_brown,yyyyyynnnnnn,,"nutlet, utricle",,dry,,"anemochory, anemochory barochory","passive wind, wind","herb, shrub, subshrub",0.5,woody,
330,Maireana enchylaenoides,Wingless Bluebush,MH,exact_taxon,"abiotic, wind",abiotic,,yynnnnnnyyyy,,"nutlet, utricle",,dry,,"anemochory, anemochory barochory, zoochory","invertebrates, passive wind, wind",herb,0.2,,
331,Maireana lobiflora,Lobed Bluebush,SH,exact_taxon,"abiotic, wind",,,yyynnnnyyyyy,,"nutlet, utricle",,dry,,"anemochory, anemochory barochory","passive wind, wind","herb, herb shrub, herb subshrub",0.5,,
332,Maireana pentagona,Hairy Bluebush,SH,exact_taxon,"abiotic, wind",,red_brown,nnnnnnnnyyyy,,"nutlet, utricle",,dry,,"anemochory, anemochory barochory","passive wind, wind",herb,0.1,,
333,Marsilea drummondii,Common Nardoo,MH,exact_taxon,abiotic,abiotic,,,,,,,,"barochory, hydrochory",water,"fern, fern herb, herb",0.3,,
334,Melaleuca squarrosa,Scented Paperbark,MS,exact_taxon,insect,biotic_unspecialised,pink white_cream yellow_orange,"yynnnnnnnnny, yynnnnnnnnyy",,capsule,,dry,,"anemochory, barochory","passive, wind","shrub, shrub tree, tree",11.5,woody,evergreen
335,Melichrus urceolatus,Urn Heath,SS,exact_taxon,insect,,"blue_purple green red_brown white_cream yellow_orange, green, white_cream, yellow_orange","nnnnyyyyyynn, nnyyyyyyyyyn, nyyyyyyyyynn",,drupe,brown green purple white,fleshy,,"endozoochory, myrmecochory, zoochory","birds, vertebrates",shrub,0.6,woody,
336,Microlaena stipoides var. stipoides,Weeping  Grass,MNG,exact_taxon,"abiotic, wind",,,"yyynnnnnnyyy, yyyyyyyyyyyy",,caryopsis,,dry,,"anemochory, epizoochory, undefined",mammals,"graminoid, graminoid herb, graminoid_not_tussock, herb, tussock",0.7,,
337,Microtis unifolia,Common Onion-orchid,MNG,exact_taxon,insect,biotic_unspecialised,green yellow_orange,"ynnnnnnnnnyy, yynnnnnnyyyy",,capsule,,dry,,"anemochory, barochory",wind,herb,0.6,,
338,Minuria cunninghamii,Bush Minuria,SS,exact_taxon,insect,,pink white_cream,"nynnnnnnnynn, nyyyyyyyyynn",,achene,brown,dry,,anemochory,wind,"herb, herb shrub, subshrub",0.75,,
339,Monotoca scoparia,Prickly  Broom-heath,MS,exact_taxon,"bird insect, insect",biotic_unspecialised,white_cream,"nnnyyyyyynnn, nnynnynnnnnn, nnyyyynnnnnn, yyyyyynnnnny",,drupe,"orange yellow, yellow",fleshy,,"endozoochory, endozoochory myrmecochory, myrmecochory, myrmecochory zoochory, zoochory","ants vertebrates, birds, vertebrates",shrub,1.52,woody,evergreen
340,Muehlenbeckia  florulenta,Tangled Lignum,MS,species_level_fallback,insect,biotic_unspecialised,,yyynnnnnnyyy,,,,,,"anemochory, endozoochory",wind,shrub,2.0,woody,
341,Muehlenbeckia axillaris,Matted Lignum,PS,exact_taxon,insect,,,"yynnnnnnnnny, yyyynnnnnnny",,"achene, nut","black, black brown",dry,yyyynnnnnnny,endozoochory,birds,"shrub, shrub subshrub, subshrub",0.05,woody,evergreen
342,Myoporum  platycarpum,Sugarwood,T,via_original_name,,,,,,,,,,,,,1.8,,
343,Nertera granadensis,Matted  Nertera,SH,exact_taxon,insect,,green pink yellow_orange,yynnnnnnyyyy,,drupe,orange red,fleshy,,endozoochory,"birds, vertebrates",herb,,herbaceous,
344,Neurachne alopecuroidea,Fox-tail Mulga-grass,MTG,exact_taxon,"abiotic, self wind",,green,"nnnnnnnyyyyy, nnnnyyyyyynn",,caryopsis,,dry,,epizoochory,mammals,"graminoid, graminoid herb, graminoid tussock, tussock",0.2234362695,,
345,Olearia alpicola,Alpine Daisy-bush,MS,exact_taxon,insect,,white_cream yellow_orange,yynnnnnnnnny,,achene,,dry,,anemochory,wind,shrub,2.0,woody,
346,Olearia argophylla,Musk Daisy-bush,T,exact_taxon,insect,biotic_unspecialised,white_cream yellow_orange,"nnnnnnnnnyyn, nnnnnnnnnyyy, yyyynnnnyyyy",,achene,,dry,nnnnnnnnnnny,anemochory,wind,"shrub, shrub tree, tree",10.0,woody,evergreen
347,Olearia erubescens,Moth Daisy-bush,SS,exact_taxon,insect,,white_cream yellow_orange,"nnnnnnnnyyyn, yyynnnnnyyyy",,achene,,dry,,anemochory,wind,shrub,1.0,woody,evergreen
348,Olearia lirata,Snowy  Daisy-bush,MS,exact_taxon,insect,biotic_unspecialised,,nnnnnnnnyyyy,,achene,,dry,,anemochory,wind,shrub,4.0,woody,
349,Olearia phlogopappa,Dusty Daisy-bush,MS,exact_taxon,insect,,white_cream yellow_orange,"ynnnnnnnnnyy, yyynnnnnnnyy",,achene,,dry,,anemochory,wind,shrub,2.0,woody,
350,Olearia pimeleoides,Pimelea Daisy-bush,SS,exact_taxon,insect,,white_cream yellow_orange,"nnnnnnnyyynn, nnnnnyyyynnn, nnnnyyyynnnn",,achene,,dry,,anemochory,wind,"shrub, subshrub",1.0,woody,evergreen
351,Opercularia ovata,Broad-leaf  Stinkweed,SH,exact_taxon,"insect, wind",biotic_unspecialised,,nnnnnyyyyyyn,,capsule,,dry,,"anemochory myrmecochory zoochory, myrmecochory, undefined, zoochory","animals ants wind, invertebrates","herb, herb subshrub, subshrub",0.12514999999999998,herbaceous,
352,Opercularia varia,Variable  Stinkweed,SH,exact_taxon,"insect, wind",biotic_unspecialised,,"nnnnnnnnnynn, nnnnnnnnyyyn, nnnnnyyyyynn, nnnnnyyyyyyn",,capsule,,dry,,"anemochory myrmecochory zoochory, myrmecochory, undefined, zoochory","animals ants wind, ants, invertebrates","herb, herb subshrub, shrub, subshrub",0.3,herbaceous,
353,Osteocarpum acropterum var. deminutum,Babbagia,PS,exact_taxon,abiotic,,,nnnnnnyyyynn,,,,,,zoochory,invertebrates,herb,0.002,,
354,Oxalis corniculata s.l.,Yellow Wood-sorrel,SH,via_original_name,insect,,,nnnnyyyyyyyy,,,,,,"barochory, undefined",,herb,0.15,,
355,Oxalis exilis,Shady  Wood-sorrel,SH,exact_taxon,insect,biotic_unspecialised,yellow_orange,"nnnnyyyyyyyy, yyyyynnnnyyy, yyyyyyyyyyyy",,capsule,,dry,yyyyynnnnyyy,"ballistic, barochory",,herb,0.35,herbaceous,evergreen
356,Oxalis perennans,Grassland Wood-sorrel,MH,exact_taxon,insect,biotic_unspecialised,yellow_orange,"nnnnynnnnnny, nnnnyyyyyyyy, nnnyyyyyyynn, yyyyyyyyyyyy",,capsule,,dry,yyyyyyyyyyyy,"anemochory, ballistic, barochory",,herb,0.22,herbaceous,evergreen
357,Ozothamnus conditus,Pepper Everlasting,MS,exact_taxon,insect,,white_cream,"ynnnnnnnnnyy, yynnnnnnyyyy",,achene,,dry,,anemochory,wind,shrub,2.5,woody,
358,Ozothamnus ferrugineus,Tree  Everlasting,MS,exact_taxon,insect,biotic_unspecialised,white_cream,"yynnnnnnnnyy, yyyyynnnnnny",,achene,brown,dry,,anemochory,wind,"shrub, shrub tree",2.5,woody,
359,Ozothamnus obcordatus,Grey Everlasting,MS,exact_taxon,insect,biotic_unspecialised,,"nnnnnnnnyyyy, ynnnnnnnnyyy",,achene,,dry,,anemochory,wind,shrub,1.5,woody,
360,Patersonia fragilis,Short Purple-flag,MTG,exact_taxon,insect,biotic_unspecialised,blue_purple green red_brown,nnnnnnnyyyyy,,capsule,,dry,,"barochory, barochory myrmecochory, myrmecochory",ants passive,"herb, herb tussock, tussock",0.5,herbaceous,
361,Pelargonium rodneyanum,Magenta Stork’s-bill,MH,exact_taxon,insect,biotic_unspecialised,pink,"yynnnnnnnyyy, yyyyynnnnnyy",,mericarp,,,,"anemochory, anemochory ballistic barochory, epizoochory, undefined, zoochory","passive wind, wind",herb,0.4,,
362,Pentapogon quadrifidus,Five-awned Spear-grass,MTG,exact_taxon,self wind,abiotic,"blue_purple, green",yynnnnnnyyyy,,caryopsis,,dry,,"anemochory, epizoochory",wind,"graminoid herb, herb, tussock",0.44999999999999996,herbaceous,
363,Persoonia juniperina,Prickly  Geebung,MS,exact_taxon,insect,biotic_unspecialised,yellow_orange,"yynnnnnnnnny, yyyyynnnnnny",,"drupe, pyrene",green purple yellow,fleshy,,endozoochory,"birds, vertebrates",shrub,2.0,woody,evergreen
364,Pimelea curviflora s.l.,Curved Rice-flower,SS,via_original_name,insect,,,yynnnnnnyyyy,,,,,,zoochory,invertebrates,shrub,,,
365,Pimelea curviflora s.s.,Curved Rice-flower,SS,via_original_name,insect,,,yynnnnnnyyyy,,,,,,"undefined, zoochory",invertebrates,shrub,1.5,,
366,Pimelea glauca,Smooth Rice-flower,SS,exact_taxon,insect,biotic_unspecialised,white_cream,"nnnnnnnnyyyn, nynnnnnnnnnn, yynnnnyyyyyy",,nut,green,dry,,"barochory, barochory myrmecochory, undefined, zoochory","ants passive, invertebrates",shrub,1.0,woody,evergreen
367,Pimelea humilis,Common Rice-flower,SS,exact_taxon,insect,biotic_unspecialised,white_cream yellow_orange,"nnnnnnnnyyyn, ynnnnnnnyyyy",,nut,green,dry,,"barochory, barochory myrmecochory, undefined, zoochory","ants passive, invertebrates","shrub, subshrub",0.4,woody,evergreen
368,Pimelea microphylla,Small Pimelea,MH,unmatched,,,,,,,,,,,,,,,
369,Pimelea pauciflora,Poison Rice-flower,MS,exact_taxon,insect,,green yellow_orange,"nnnnnnnnnyyy, nnnnnnnnyyyn",,nut,red,"dry, fleshy",,endozoochory,birds,shrub,3.0,woody,evergreen
370,Pittosporum  angustifolium,Weeping Pittosporum,T,species_level_fallback,insect,,white_cream yellow_orange,"nnnnnnnnyyyn, nnnnnyyyyynn, nnnnnyyyyyyn, nnnnyyyyynnn",,"berry, capsule","orange yellow, yellow",fleshy,nnyyyyyyyyyy,endozoochory,"birds, vertebrates","shrub, shrub tree, tree",10.0,,evergreen
371,Pittosporum angustifolium,Weeping Pittosporum,MS,exact_taxon,insect,,white_cream yellow_orange,"nnnnnnnnyyyn, nnnnnyyyyynn, nnnnnyyyyyyn, nnnnyyyyynnn",,"berry, capsule","orange yellow, yellow",fleshy,nnyyyyyyyyyy,endozoochory,"birds, vertebrates","shrub, shrub tree, tree",10.0,,evergreen
372,Plantago gaudichaudii,Narrow Plantain,MH,exact_taxon,"abiotic, wind",abiotic,,"nnnnnyyyyyyn, yyyynnnnyyyy",,capsule,,dry,,"barochory, endozoochory, epizoochory, undefined","birds, vertebrates",herb,0.25,herbaceous,
373,Plantago hispida,Hairy Plantain,MH,exact_taxon,"insect, wind",abiotic,,"nnnnnnnnnnny, nnnnnyyyyyyn, ynnnnnnnnnyy, yyynnnnnnyyy",,capsule,,dry,,"barochory, endozoochory, epizoochory","birds, vertebrates",herb,0.125,herbaceous,
374,Platylobium formosum,Handsome Flat-pea,SS,exact_taxon,insect,biotic_unspecialised,blue_purple yellow_orange,"nnnnnnnnyyyn, nnnnnnnnyyyy, nnnnnnnyyyyn",,legume,,dry,,"myrmecochory, zoochory","ants, invertebrates","shrub, shrub subshrub",2.07,woody,
375,Platylobium obtusangulum,Common  Flat-pea,SS,exact_taxon,insect,biotic_unspecialised,yellow_orange,nnnnnnnnyyyn,,legume,,dry,,"barochory myrmecochory, myrmecochory, zoochory","ants passive, invertebrates",shrub,1.0,woody,evergreen
376,Poa australis spp. agg.,Tussock Grass,MTG,via_original_name,abiotic,,,yyynnnnnnyyy,,,,,,epizoochory,mammals,tussock,,,
377,Poa ensiformis,Sword Tussock-grass,MTG,exact_taxon,abiotic,abiotic,,"yynnnnnnyyyy, yyynnnnnnyyy",,caryopsis,,dry,,"barochory, epizoochory",mammals,"graminoid herb, graminoid tussock, herb, tussock",1.0,,
378,Poa hookeri,Hooker's Tussock-grass,MTG,exact_taxon,abiotic,,,"nnnnnnnnnnyy, yynnnnnnnnny, yynnnnnnnyyy",,caryopsis,,dry,,epizoochory,mammals,"graminoid herb, graminoid tussock, herb, tussock",0.5,herbaceous,
379,Poa labillardierei,Common Tussock-grass,MTG,exact_taxon,"abiotic, self wind",abiotic,,"nnnnnnnnnnnn, yynnnnnnnyyy",,caryopsis,,dry,,"anemochory, barochory, epizoochory, undefined","mammals, wind","graminoid herb, graminoid tussock, tussock",0.97,herbaceous,
380,Poa morrisii,Soft Tussock-grass,MTG,exact_taxon,"abiotic, self wind",abiotic,,nnnnnnnnnyyn,,caryopsis,,dry,,"anemochory, barochory, epizoochory","mammals, wind","graminoid herb, tussock",0.675,,
381,Poa rodwayi,Velvet Tussock-grass,MTG,exact_taxon,"abiotic, self wind",abiotic,,"nnnnnnnnyyyy, ynnnnnnnnnnn",,caryopsis,,dry,,"anemochory, barochory, epizoochory, undefined","mammals, wind","graminoid herb, tussock",0.6,herbaceous,
382,Poa sieberiana,Grey Tussock-grass,MTG,exact_taxon,"abiotic, self wind",abiotic,blue_purple green,"nnnnnnnnnnnn, yyynnnnnnyyy",,caryopsis,,dry,,"anemochory, barochory, epizoochory, undefined","mammals, wind","graminoid herb, graminoid tussock, herb, tussock",0.8,herbaceous,
383,Poa sieberiana var. hirtella,Grey  Tussock-grass,MTG,exact_taxon,abiotic,,,yynnnnnnnyyy,,caryopsis,,,,epizoochory,mammals,"graminoid herb, graminoid tussock, tussock",0.445,,
384,Poa sieberiana var. sieberiana,Grey  Tussock-grass,MTG,exact_taxon,abiotic,,,"yyynnnnnnyyy, yyyyyyyyyyyy",,caryopsis,,,,epizoochory,mammals,"graminoid herb, herb, tussock",0.445,,
385,Poa tenera,Slender Tussock-grass,MNG,exact_taxon,"abiotic, self wind",abiotic,,"ynnnnnnnnnnn, ynnnnnnnnyyy, yynnnnnnyyyy",,caryopsis,,dry,,"anemochory, barochory, epizoochory","mammals, wind","graminoid herb, graminoid tussock, graminoid_not_tussock, herb, tussock",0.25,herbaceous,
386,Podolepis canescens,Grey Podolepis,MH,exact_taxon,insect,,white_cream yellow_orange,"nnnnnnnnyyyn, nnnnnnnyyyyy, nnnnnyyyyyyn",,achene,,dry,,anemochory,wind,herb,0.29698244799999995,,
387,Pogonolepis  muelleriana,Stiff Cup-flower,SH,species_level_fallback,insect,,,"nnnnnnnnyyyn, nnnnnnnyyyyn, yynnnnnnyyyy",,achene,brown,dry,,"anemochory, zoochory","invertebrates, wind",herb,0.051894736,,
388,Pogonolepis muelleriana,Stiff Cup-flower,SH,exact_taxon,insect,,,"nnnnnnnnyyyn, nnnnnnnyyyyn, yynnnnnnyyyy",,achene,brown,dry,,"anemochory, zoochory","invertebrates, wind",herb,0.051894736,,
389,Polystichum proliferum,Mother  Shield-fern,GF,exact_taxon,abiotic,abiotic,,,,,,,,anemochory,wind,"fern, herb",1.15,,
390,Pomaderris aspera,Hazel Pomaderris,T,exact_taxon,insect,biotic_unspecialised,green yellow_orange,"nnnnnnnnnyyn, nnnnnnnnnyyy",,"capsule, mericarp",,dry,yyynnnnnnnnn,"barochory myrmecochory, myrmecochory, zoochory","ants, ants passive, invertebrates","shrub, shrub tree, tree",15.0,woody,evergreen
391,Pomaderris velutina,Velvet Pomaderris,MS,exact_taxon,insect,,white_cream yellow_orange,nnnnnnnnnyyn,,"capsule, mericarp",,dry,,zoochory,invertebrates,shrub,2.0,woody,
392,Poranthera  microphylla,Small Poranthera,MH,species_level_fallback,insect,biotic_unspecialised,,"nnnnnnnnyynn, nnnnnnnnyyyn, nnnnnnnnyyyy, nnnnnnnyyyyn, nnnnnyyyyyyy, nnyyyyynnnnn, ynnnyyyyyyyy, yynnnnnnnyyy, yyynnnnnnnyy, yyyyynnnyyyy",,capsule,,dry,nnyyyyynnnnn,"ballistic myrmecochory, barochory, barochory myrmecochory, myrmecochory, undefined, zoochory","ants, ants passive, invertebrates",herb,0.115,herbaceous,evergreen
393,Poranthera microphylla,Small  Poranthera,SH,exact_taxon,insect,biotic_unspecialised,,"nnnnnnnnyynn, nnnnnnnnyyyn, nnnnnnnnyyyy, nnnnnnnyyyyn, nnnnnyyyyyyy, nnyyyyynnnnn, ynnnyyyyyyyy, yynnnnnnnyyy, yyynnnnnnnyy, yyyyynnnyyyy",,capsule,,dry,nnyyyyynnnnn,"ballistic myrmecochory, barochory, barochory myrmecochory, myrmecochory, undefined, zoochory","ants, ants passive, invertebrates",herb,0.115,herbaceous,evergreen
394,Prostanthera lasianthos,Victorian  Christmas-bush,MS,exact_taxon,insect,biotic_unspecialised,blue_purple white_cream,"ynnnnnnnnnyy, yynnnnnnnnyy, yyynnnnnnnyy",,"mericarp, nut",,"dry, fleshy",yyynnnnnnnny,"barochory, zoochory",invertebrates,"shrub, shrub tree, tree",6.0,woody,evergreen
395,Pteridium esculentum,Austral  Bracken,GF,exact_taxon,abiotic,abiotic,,,,,,,nnnnnnnnnnnn,"anemochory, barochory",wind,"fern, fern herb, herb, shrub",1.69,,
396,Pterostylis decurva,Summer Greenhood,MH,exact_taxon,insect,,green red_brown white_cream,yyynnnnnnyyy,,capsule,,dry,,anemochory,wind,herb,0.3,,
397,Pterostylis longifolia s.l.,Tall Greenhood,LH,via_original_name,insect,,,nnnyyyyynnnn,,,,,,anemochory,wind,herb,,,
398,Pterostylis nana,Dwarf Greenhood,MH,exact_taxon,insect,,green red_brown white_cream,nnnnnnyyyynn,,capsule,,dry,,anemochory,wind,herb,0.05,,
399,Ptilotus  macrocephalus,Feather Heads,MH,species_level_fallback,"insect, wind",biotic_unspecialised,green yellow_orange,"nnnyyyyyyynn, yynnnnnnnyyy",,"nut, utricle",,dry,,"anemochory, epizoochory","mammals, wind",herb,0.5,,
400,Ptilotus exaltatus,Mulla Mulla,LH,exact_taxon,wind,,,,,"nut, utricle",,,,anemochory,wind,"herb, shrub",1.0,,
401,Ptilotus macrocephalus,Feather Heads,MH,exact_taxon,"insect, wind",biotic_unspecialised,green yellow_orange,"nnnyyyyyyynn, yynnnnnnnyyy",,"nut, utricle",,dry,,"anemochory, epizoochory","mammals, wind",herb,0.5,,
402,Ptilotus spathulatus f. spathulatus,Pussy Tails,SH,via_original_name,,,,,,,,,,anemochory,,herb,,,
403,Pultenaea daphnoides,Large-leaf Bush-pea,MS,exact_taxon,insect,,yellow_orange,"nnnnnnnnyyyn, nnnnnnnyyyyn",,legume,brown,dry,,"barochory myrmecochory, myrmecochory, zoochory","ants, ants passive, invertebrates",shrub,3.0,woody,evergreen
404,Pultenaea gunnii,Golden Bush-pea,MS,exact_taxon,insect,,,nnnnnnnnyyyn,,legume,,dry,,zoochory,invertebrates,shrub,2.0,woody,
405,Pultenaea gunnii ssp. gunnii,Golden  Bush-pea,SS,species_level_fallback,insect,,,nnnnnnnnyyyn,,legume,,dry,,zoochory,invertebrates,shrub,2.0,woody,
406,Pultenaea humilis,Dwarf  Bush-pea,SS,exact_taxon,insect,,,nnnnnnnnnyyn,,legume,,dry,,"barochory myrmecochory, undefined, zoochory","ants passive, invertebrates",shrub,0.5,woody,
407,Pultenaea juniperina s.l.,Prickly Bush-pea,MS,via_original_name,insect,,,nnnnnnnnnyyn,,,,,,zoochory,invertebrates,shrub,,,
408,Pultenaea largiflorens,Twiggy  Bush-pea,SS,exact_taxon,insect,,"red_brown yellow_orange, yellow_orange",nnnnnnnnyynn,,legume,brown,dry,,"barochory myrmecochory, myrmecochory, zoochory","ants, ants passive, invertebrates",shrub,0.5,woody,
409,Pultenaea pedunculata,Matted  Bush-pea,PS,exact_taxon,insect,biotic_unspecialised,red_brown yellow_orange,"nnnnnnnnyyyy, nnnnnnnyyyyy",,legume,brown,dry,,"barochory myrmecochory, myrmecochory, undefined, zoochory","ants, ants passive, invertebrates","shrub, subshrub",0.1,woody,
410,Pultenaea prostrata,Silky Bush-pea,SS,exact_taxon,insect,,,nnnnnnnnyyyn,,legume,brown,dry,,"barochory myrmecochory, zoochory","ants passive, invertebrates",shrub,0.5,woody,
411,Ranunculus plebeius s.l.,Forest/Hairy Buttercup,MH,via_original_name,insect,,,yynnnnnnyyyy,,,,,,epizoochory,mammals,herb,,,
412,Ranunculus spp.,Buttercup,MH,via_original_name,insect,,,yyyynnyyyyyy,,,,,,epizoochory,birds,herb,,,
413,Rhodanthe stuartiana,Clay Sunray,MH,exact_taxon,insect,,red_brown white_cream,nnnnnnnnyyyn,,achene,,dry,,anemochory,wind,herb,0.225,,
414,Rubus parvifolius,Small-leaf Bramble,SS,exact_taxon,insect,biotic_unspecialised,pink,"nnnnnnnnnyyy, yynnnnnnnnyy, yyyyyyyyyyyy",,"compound_fruit_other, drupe","orange red, red",fleshy,,"endozoochory, epizoochory, zoochory","birds, vertebrates","climber, climber_herbaceous, climber_woody, herb, shrub, subshrub",0.8,woody,evergreen
415,Rumex brownii,Slender Dock,MH,exact_taxon,"abiotic, wind",abiotic,,"ynnnnnnnnnyy, ynnnnnnnyyyy",,"achene, nut",,dry,ynnnnnnnnnyy,"barochory myrmecochory zoochory, epizoochory, epizoochory myrmecochory","abiotic animals ants passive, ants, mammals",herb,0.8,herbaceous,evergreen
416,Rumex dumosus,Wiry Dock,LH,exact_taxon,"abiotic, wind",abiotic,,"ynnnnnnnnnyy, ynnnnnnnyyyy",,"achene, nut",,dry,ynnnnnnnnnyy,"anemochory, barochory myrmecochory zoochory, epizoochory","abiotic animals ants passive, wind",herb,0.5,herbaceous,evergreen
417,Rumex spp.,Dock,LH,unmatched,,,,,,,,,,,,,,,
418,Schoenus apogon,Common Bog-sedge）,MTG,exact_taxon,"abiotic, wind",abiotic,red_brown,"nnnnnnnnnnyy, nnnnnnnnnynn, yynnnnnnyyyy, yyyynnnnnnnn",,nut,white,dry,,"anemochory, barochory, undefined, zoochory","invertebrates, wind","graminoid, graminoid herb, herb, tussock",0.225,herbaceous,
420,Schoenus breviculmis,Matted Bog-sedge,TTG,exact_taxon,"abiotic, wind",abiotic,,"nnnnnnnyyynn, yyyyyyyyyyyy",,nut,brown yellow,dry,,"anemochory, barochory, zoochory","invertebrates, wind","graminoid herb, graminoid tussock, herb, tussock",0.055,,
421,Scleranthus diander,Tufted Knawel,SH,exact_taxon,"abiotic, insect",,green,"nnnnnnnnyyyn, ynnnnnnnnnyy",,"capsule, nutlet",,dry,,"anemochory, zoochory","invertebrates, wind",herb,0.1,herbaceous,
423,Sclerochlamys brachyptera,Short-wing Saltbush,PS,via_original_name,abiotic,,,ynnnnnnyyyyy,,,,,,epizoochory,mammals,shrub,0.15,woody,
424,Sclerolaena diacantha,Grey Copperburr,SS,exact_taxon,"abiotic, wind",,,yyyyyyyyyyyy,,"nut, utricle",,dry,,"epizoochory, myrmecochory","ants, mammals, vertebrates","herb, herb subshrub, shrub, subshrub",0.2,woody,
425,Sclerolaena muricata,Five-spined Bassia,SS,exact_taxon,"abiotic, wind",,,yyyyyyyynnnn,,"nut, utricle",,dry,,"epizoochory, zoochory","mammals, vertebrates","herb, herb shrub, shrub, subshrub",1.25,woody,
426,Sclerolaena napiformis,Turnip Copperburr,SS,exact_taxon,"abiotic, wind",,,nnnyyyyyyynn,,"nut, utricle",,dry,,epizoochory,"mammals, vertebrates","herb, shrub, subshrub",0.3,woody,
427,Sclerolaena tricuspis,Three-spined Bassia,SS,exact_taxon,"abiotic, wind",,,nnnnnnyyynnn,,"nut, utricle",,dry,,epizoochory,"mammals, vertebrates","herb, shrub, subshrub",0.8,woody,
428,Selaginella dominii,Smooth Selaginella,SH,unmatched,,,,,,,,,,,,,,,
429,Senecio  quadridentatus,Cottony Fireweed,LH,species_level_fallback,insect,biotic_unspecialised,,"nnnnnnnnyyyn, ynnnnnyyyyyy, yyynnnnnnyyy",,achene,"brown green orange, brown green red",dry,,anemochory,wind,herb,1.0,herbaceous,
430,Senecio glomeratus,Annual  Fireweed,LH,exact_taxon,insect,biotic_unspecialised,,"nnnnnnnnyyyn, yynnnnnnnnny, yynnnnnnnnyy, yyyynnnnyyyy",,achene,"brown, brown green",dry,,anemochory,wind,herb,1.1,herbaceous,
431,Senecio glossanthus,Slender Groundsel,MH,exact_taxon,insect,,,"nnnnnnnyyyyn, nnnnnyyynnnn, nnnnyyyyyynn",,achene,brown green red,dry,,anemochory,wind,herb,0.3,,
432,Senecio gunnii,Mountain Fireweed,LH,exact_taxon,insect,,,yynnnnnnnnny,,achene,"brown, brown green red",dry,,anemochory,wind,herb,0.9,herbaceous,
433,Senecio hispidulus,Rough  Fireweed,LH,exact_taxon,insect,biotic_unspecialised,,"nnnnnnnnnynn, nnnnnnnnyynn, yynnnnnnnnny, yynnnnnnyyyy, yynnnnnyyyyy",,achene,"brown, brown red",dry,,anemochory,wind,"herb, herb subshrub, shrub",1.0,herbaceous,
434,Senecio linearifolius,Fireweed  Groundsel,LH,exact_taxon,insect,biotic_unspecialised,,"nnnnnnnnnnnn, nnnnnnnnyyyn, yyynnnnnnnyy, yyyyyyyyyyyy",,achene,"brown, brown red",dry,,"anemochory, anemochory hydrochory","water wind, wind","herb, herb shrub, herb subshrub, subshrub",1.5,woody,evergreen
435,Senecio minimus,Shrubby  Fireweed,LH,exact_taxon,insect,biotic_unspecialised,,"yynnnnnnyyyy, yyyynnnnnnny",,achene,"brown, brown red",dry,,anemochory,wind,herb,1.0350000000000001,herbaceous,
436,Senecio odoratus var. odoratus,Scented  Groundsel,LH,via_original_name,insect,,,yynnnnnnnyyy,,,,,,anemochory,wind,herb,,,
437,Senecio pinnatifolius,Variable Groundsel,MH,exact_taxon,insect,,yellow_orange,"nnnnnnnnnnnn, nnnnnnnnynnn, yyynnnnnyyyy, yyyyyyyyyyyy",,achene,"brown green grey red, brown red yellow",dry,,anemochory,wind,"herb, herb subshrub, subshrub",0.8,herbaceous,
438,Senecio quadridentatus,Cotton  Fireweed,LH,exact_taxon,insect,biotic_unspecialised,,"nnnnnnnnyyyn, ynnnnnyyyyyy, yyynnnnnnyyy",,achene,"brown green orange, brown green red",dry,,anemochory,wind,herb,1.0,herbaceous,
439,Senecio tenuiflorus,Slender  Fireweed,LH,exact_taxon,insect,biotic_unspecialised,,"ynnnnnnnyyyy, yynnnnnnyyyy",,achene,"brown orange red, brown red",dry,,anemochory,wind,herb,0.69,,
440,Sida corrugata,Variable Sida,MH,exact_taxon,insect,,,"nnnnnnnnyynn, yyyyyyyyyyyy",,"mericarp, mericarp schizocarp, schizocarp",brown,,,"anemochory epizoochory zoochory, barochory, zoochory","abiotic animals wind, invertebrates","herb, herb subshrub, shrub",0.3,,
441,Sigesbeckia orientalis ssp. orientalis,Indian Weed,LH,species_level_fallback,insect,biotic_unspecialised,yellow_orange,"nnnnnnnnnnyn, nnnnnnnnnynn, nnnnnnnnyyyn, nnnynnnnnnnn, yyyyynnnnnny, yyyyyynnnnnn, yyyyyyyyyyyy",,"achene, nut","black, black brown purple",dry,yyyyyynnnnnn,"anemochory, barochory, epizoochory, zoochory","mammals, wind","herb, herb subshrub",0.8,,
442,Siloxerus multiflorus,Small Wrinklewort,SH,exact_taxon,insect,biotic_unspecialised,white_cream,nnnnnnnyyyyn,,achene,brown,dry,,anemochory,wind,herb,0.04,herbaceous,
443,Solenogyne dominii,Smooth Solenogyne,SH,exact_taxon,insect,biotic_unspecialised,blue_purple pink,"nnnnnnnnnnyn, yynnnnnnyyyy, yyyyyyyyyyyy",,achene,"black brown, brown",dry,,"anemochory, barochory, undefined, zoochory","invertebrates, wind",herb,0.1,herbaceous,
